Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Primary Use Encoded,cluster_kmeans,cluster_hierarchical,cluster_dbscan,cluster_gmm,cluster_spectral
19,1,4,5,0,11.4,21.7,21.3,194,4.5,4948,4.3,0,1343,3,3,0,0,0,0,0
22,2,5,6,0,9.3,21.2,227.5,48,0.8,7296,3,5,546,4,4,3,0,0,0,0
41,2,5,1,0,8,47.9,210.7,156,3.1,7026,5.2,2,354,4,4,3,0,0,0,0
50,2,5,3,0,6.9,15,295.9,173,2.4,8166,4.1,4.8,525,4,4,3,0,0,0,0
26,0,6,2,0,2.4,19.5,284.8,134,4.8,9287,5.6,3.7,1629,2,2,1,0,0,0,0
31,1,3,2,0,10.4,21.4,60.6,119,1.3,248,7.4,4.9,1984,0,0,0,0,0,0,0
27,2,3,9,0,4.3,20.1,231.5,29,5.3,6540,6.3,4.2,1416,1,1,3,0,0,0,0
54,1,6,6,0,3.2,18.5,75.8,138,4.1,6117,0.9,3.1,796,4,4,1,0,0,0,0
43,0,0,0,1,10.1,18.9,52.2,32,3,1586,3.2,4.9,1716,4,4,2,1,1,1,1
24,0,4,7,0,10.3,47.9,271.2,175,4.8,7790,6.5,1.1,367,0,0,0,0,0,0,0
60,0,2,9,0,3.1,4.4,259.8,73,0.9,5023,2.4,1.1,1188,2,2,1,0,0,0,0
38,2,5,1,0,7.3,44.3,58.6,58,4.1,4357,7.9,2.8,1814,3,3,3,0,0,0,0
24,1,1,8,0,8.4,34,295.8,58,4.7,9786,3.8,3.6,1549,2,2,0,0,0,0,0
34,1,3,6,0,3.7,12.8,62.7,111,3.5,1381,8,1.8,1500,0,0,1,0,0,0,0
28,2,0,7,0,8.5,25.1,150,142,0.9,7911,6,2.8,1083,4,4,3,0,0,0,0
23,2,4,3,0,4.1,14,246.6,26,1.1,7727,4.8,1.1,555,3,3,3,0,0,0,0
16,1,3,0,1,9.1,9.9,133.5,89,2,9075,4.2,2,663,3,3,2,1,1,1,1
19,2,6,0,1,4.8,29.6,50.4,85,2.7,3899,7,0.2,783,4,4,2,1,1,1,1
57,1,7,8,0,1.6,18.7,220,77,4.4,1291,2,2.7,1280,3,3,1,0,0,0,0
17,1,7,8,0,2.5,38.1,270.7,119,1.8,5179,6.4,1.3,408,0,0,1,0,0,0,0
15,2,8,1,0,10.9,13.5,97.5,132,2.5,5377,4.6,3.7,1300,3,3,3,0,0,0,0
17,2,1,2,0,8.7,20.9,21,34,2.1,1836,2,3,867,3,3,3,0,0,0,0
38,2,1,3,0,8.6,7.5,69,17,4.4,4190,2.9,4.6,1540,4,4,3,0,0,0,0
39,2,0,9,0,9.7,13.3,87.6,93,1.7,4550,3,3.9,1461,1,1,3,0,0,0,0
55,2,5,3,0,1.6,37.6,227.7,126,1.8,6117,7.4,1.9,1819,1,1,3,0,0,0,0
19,0,0,1,0,7.3,46.6,208.3,109,3.8,1010,5.3,2.5,921,2,2,0,0,0,0,0
42,0,1,4,0,4.2,40.9,158.8,88,5.2,6211,3.9,2.4,589,0,0,1,0,0,0,0
19,0,6,7,0,3.7,32.7,194.3,87,3.4,1306,6.3,2.6,1596,2,2,1,0,0,0,0
30,2,9,9,0,1.3,30.2,93.6,86,4.9,9830,6.7,0.3,617,3,3,3,0,0,0,0
52,0,4,9,0,3,39.5,65,126,5.8,7988,7.5,3.8,1912,2,2,1,0,0,0,0
34,2,2,5,0,8.7,28.5,108,39,5.3,2493,1,3.4,702,4,4,3,0,0,0,0
25,1,4,5,0,2.8,31.8,98.3,72,3.9,3966,0.6,1.3,645,2,2,1,0,0,0,0
23,0,6,3,0,10,17.4,61.9,199,4.3,1817,5.6,2.3,570,3,3,0,0,0,0,0
45,1,7,0,1,10.2,12.4,268.8,71,0.9,1432,4.2,4.6,268,2,2,2,1,1,1,1
39,2,4,2,0,10.6,26.3,40.7,20,0.9,2643,4.2,0.9,1591,4,4,3,0,0,0,0
46,1,5,7,0,5.7,1.1,127.2,31,4.3,8198,5.1,1.3,1310,0,0,1,0,0,0,0
54,2,8,5,0,5.2,17.9,288.3,164,4.5,4274,5.8,0.9,999,4,4,3,0,0,0,0
45,2,1,7,0,2.2,13.9,221,16,3.9,6975,4.8,2.5,1767,0,0,3,0,0,0,0
35,1,0,4,0,1.3,34.1,155,128,5.8,735,0.8,2.4,1683,1,1,1,0,0,0,0
30,0,9,9,0,7.4,26.6,15.7,82,4.1,9911,3.2,3.8,1026,2,2,0,0,0,0,0
38,1,3,8,0,9.3,11.4,51.1,125,2.8,2430,0.9,4.5,637,0,0,0,0,0,0,0
52,0,3,7,0,8.2,14.1,128.6,53,4.1,7626,3.1,4,1477,2,2,0,0,0,0,0
37,0,4,9,0,5.7,42.7,287.5,114,0.6,1074,6.8,1,273,2,2,1,0,0,0,0
20,2,4,2,0,5.2,10.2,287.1,169,6,479,6.1,4.2,1184,0,0,3,0,0,0,0
47,2,1,4,0,5.5,42.2,97.5,147,1,6769,7.5,2.7,1703,0,0,3,0,0,0,0
34,1,6,1,0,3.7,11.1,122.3,99,5.8,1387,5.6,3.5,1431,1,1,1,0,0,0,0
38,2,2,0,1,10.8,16.6,54.1,53,4.1,4632,5.2,1.7,1522,2,2,2,1,1,1,1
41,1,0,0,1,11.9,39.3,32.5,52,5,4009,7,1.8,1491,0,0,2,1,1,1,1
39,0,5,8,0,3.4,18.7,141.4,165,2.9,623,7.6,3.3,1426,0,0,1,0,0,0,0
53,1,6,3,0,11.1,31.4,160.3,10,0.8,1086,6.7,2.2,1074,0,0,0,0,0,0,0
50,0,0,7,0,7,37.5,250.4,49,4.2,7733,7.8,1.5,1621,3,3,1,0,0,0,0
16,1,1,5,0,2.1,7.4,279.6,188,0.7,1474,3.9,0.2,1344,1,1,1,0,0,0,0
25,2,1,4,0,5.7,4.6,279.5,88,3,9903,3.8,2.6,1330,1,1,3,0,0,0,0
41,2,1,6,0,4.7,12.3,132.9,169,3.3,5953,7.5,2.6,415,0,0,3,0,0,0,0
46,0,4,0,1,2.1,22.3,210.7,154,3.7,8014,1.5,2.7,984,4,4,2,1,1,1,1
29,1,1,4,0,3,46.4,244.8,59,1.9,6411,4.3,1.3,219,0,0,1,0,0,0,0
49,0,7,6,0,1.9,22.2,127.2,12,4.6,7979,2.3,4.3,618,2,2,1,0,0,0,0
50,0,3,7,0,10.9,15,238,56,1.7,605,4.3,4.4,1051,3,3,0,0,0,0,0
25,1,1,3,0,6.2,22.1,91.1,110,1.4,6597,2.1,3.7,912,3,3,0,0,0,0,0
36,0,8,7,0,6.9,18.3,255.5,63,4.8,7078,5.8,2.9,1016,4,4,1,0,0,0,0
21,2,0,5,0,6.7,24.6,181.5,53,1.7,2344,3.5,3,712,4,4,3,0,0,0,0
45,1,1,4,0,10.6,27,236,44,1.9,3040,1.2,2.5,1564,0,0,0,0,0,0,0
60,1,5,2,0,2.5,37.8,162.4,103,1.9,4389,5.5,2.2,1217,4,4,1,0,0,0,0
22,2,4,5,0,1.2,34.9,34.7,39,2,8410,2.3,4.2,1723,1,1,3,0,0,0,0
35,1,5,8,0,11.7,5.2,100,96,1.7,4499,3.8,3,1197,1,1,0,0,0,0,0
50,2,4,8,0,6.6,44.5,288.4,126,4.1,1187,6.5,0,437,2,2,3,0,0,0,0
20,1,9,6,0,11,38.4,16.6,117,1.2,7812,1.6,4.7,975,1,1,0,0,0,0,0
41,2,2,2,0,11.3,46.3,169.2,61,5.1,6348,3.8,0.9,975,1,1,3,0,0,0,0
40,0,6,7,0,9.3,23.2,159,83,5.2,9889,1.3,2.2,931,3,3,0,0,0,0,0
27,2,9,8,0,5.1,36.5,56.9,151,2.3,6454,4.2,4.4,358,1,1,3,0,0,0,0
52,1,6,9,0,5.1,16.6,10.2,109,1.7,9210,3.1,2.7,575,2,2,1,0,0,0,0
30,1,9,7,0,2.9,22.9,160.6,79,2,2543,1.1,1.5,1970,1,1,1,0,0,0,0
49,0,1,2,0,9.2,7.3,167,175,1.3,3303,3.4,0.5,415,4,4,0,0,0,0,0
59,1,0,1,0,3.8,23.4,223.8,82,0.7,1029,2.5,4.9,1270,4,4,1,0,0,0,0
16,0,1,8,0,3,48.6,117.7,131,5.2,4244,2.3,2.6,727,3,3,1,0,0,0,0
47,2,9,0,1,2.2,37.2,98.8,86,4.3,1185,2.3,3.3,512,1,1,2,1,1,1,1
39,2,7,0,1,1.9,20.2,279.8,24,4.5,6119,3.7,4.2,1185,4,4,2,1,1,1,1
19,0,3,3,0,1.1,29.9,98.1,69,2.5,5432,7.6,2.7,792,2,2,1,0,0,0,0
40,0,6,4,0,9.1,37.3,138.2,154,1.4,643,6.2,4.4,1581,2,2,0,0,0,0,0
35,2,8,8,0,3.9,22,144.5,164,1.1,865,1.9,3.3,1716,0,0,3,0,0,0,0
25,0,0,8,0,11,47.9,265.7,64,2.7,4924,3.2,2,1812,1,1,0,0,0,0,0
50,0,9,1,0,5.7,49.1,252,166,5.9,5660,2.3,4.6,1615,2,2,1,0,0,0,0
25,2,9,8,0,4.8,32.1,216.9,146,2,6665,3.3,4.2,481,0,0,3,0,0,0,0
45,0,9,5,0,1.6,24.8,74.7,138,3.3,2012,7.5,2.8,1546,0,0,1,0,0,0,0
51,1,0,5,0,4,29.4,27.7,150,3.1,3873,2.6,4.3,1966,1,1,1,0,0,0,0
34,1,3,2,0,5.3,34.4,176.7,135,5.1,5017,5.4,4.6,625,1,1,1,0,0,0,0
59,0,2,5,0,11.5,46.7,233,23,3,7990,8,4.5,730,3,3,0,0,0,0,0
58,1,4,6,0,11.4,11.1,78.9,77,3.9,7072,4.7,0.8,797,4,4,0,0,0,0,0
35,1,1,5,0,10.1,10,248.8,136,3.6,7334,1.4,1,1638,2,2,0,0,0,0,0
24,2,3,7,0,5.1,12.6,120.7,19,5.9,1546,1.4,4.8,704,3,3,3,0,0,0,0
59,2,1,8,0,8.1,11.5,261.4,178,1.1,2371,8,0.4,769,0,0,3,0,0,0,0
36,0,6,3,0,10.3,2.8,90.2,55,1.7,4561,2.9,0.6,111,2,2,0,0,0,0,0
50,1,8,9,0,9.5,41.5,48.5,174,2.8,9353,2.4,3.9,655,3,3,0,0,0,0,0
51,0,7,2,0,9.9,46.4,245.5,77,4.7,1239,2.3,2.5,1041,4,4,0,0,0,0,0
31,2,1,6,0,4.2,34.3,228,170,2.7,9848,7.9,1.9,1375,0,0,3,0,0,0,0
38,1,9,8,0,11.9,22.9,13.2,168,4.7,3302,5.9,2.3,113,2,2,0,0,0,0,0
47,1,2,6,0,4.3,27.9,34.3,92,2.8,3132,5.4,3.4,665,4,4,1,0,0,0,0
58,2,9,9,0,3,17.6,165.5,68,1.1,6788,1.8,2.2,868,0,0,3,0,0,0,0
41,2,4,3,0,7.7,22,194.3,31,1.1,6911,5.3,0.7,207,3,3,3,0,0,0,0
35,1,3,2,0,8.1,31.1,62.1,42,5.3,4995,5.3,0.3,221,1,1,0,0,0,0,0
34,1,0,2,0,6.4,27.2,193.5,83,2.4,571,2.5,2.6,426,2,2,0,0,0,0,0
17,1,1,1,0,11.7,40.2,252,142,3.9,8459,6.5,2.1,417,0,0,0,0,0,0,0
57,1,2,8,0,5.1,29.4,103.5,13,1.7,5617,1.5,2.4,360,2,2,1,0,0,0,0
22,1,8,9,0,7.6,38.4,73.9,89,5,639,6,2.9,1976,1,1,0,0,0,0,0
54,1,9,0,1,6.4,41,114.8,20,5.5,5010,3.7,1.1,653,3,3,2,1,1,1,1
46,2,9,3,0,11.5,33.3,53.7,179,5.2,3928,5.7,2.5,389,1,1,3,0,0,0,0
25,0,6,8,0,5.8,6.7,66.9,21,1.5,1121,4.9,0.8,1888,4,4,1,0,0,0,0
31,2,5,0,1,9.6,15.1,218.8,19,3.2,578,1.2,2.2,1037,4,4,2,1,1,1,1
47,1,9,4,0,2.7,44.9,279.4,108,3.6,7854,3.8,1.3,211,3,3,1,0,0,0,0
53,0,4,3,0,11.7,34.3,210.6,63,3.4,7823,4.3,4,1375,0,0,0,0,0,0,0
43,0,3,0,1,10,47.5,88.8,151,5.3,1875,1.8,3.8,181,1,1,2,1,1,1,1
49,0,1,9,0,5.5,15.1,285.1,116,3.2,3253,7.1,4.2,247,3,3,1,0,0,0,0
31,0,6,8,0,8.6,42.5,290.1,182,1.7,4949,1.5,4.5,326,2,2,0,0,0,0,0
59,2,5,3,0,5.3,7,292.6,121,4.6,3150,2.1,3.3,113,3,3,3,0,0,0,0
59,2,1,4,0,9.7,45.2,70.1,48,5.9,5121,6.7,2.5,681,2,2,3,0,0,0,0
27,1,8,8,0,9.3,12.3,111.6,110,5.9,9661,5.3,1.5,1634,4,4,0,0,0,0,0
56,1,6,9,0,4.1,29.5,59.4,95,6,4047,6.6,0.6,898,3,3,1,0,0,0,0
19,2,3,8,0,6.5,11.9,167.3,92,4.1,1710,2.7,2.2,295,0,0,3,0,0,0,0
32,0,3,6,0,2.9,7.7,101.2,98,2.3,4794,7.4,4.4,1300,3,3,1,0,0,0,0
49,0,4,4,0,7.2,3.6,200.6,43,4.6,1912,3.8,0.3,1150,3,3,0,0,0,0,0
44,2,2,9,0,4,46,233.3,28,5.3,7252,6.3,3.1,1371,1,1,3,0,0,0,0
50,2,8,3,0,5.7,8.3,28,11,2.3,2500,6.2,4.8,322,1,1,3,0,0,0,0
56,0,3,2,0,1.2,1.9,27.8,103,2.1,889,3.9,0.4,1231,4,4,1,0,0,0,0
25,2,5,1,0,3.1,19.9,222.7,198,2.9,2628,2,3.4,1860,0,0,3,0,0,0,0
21,1,3,3,0,11.8,10.3,144.3,124,5,3120,0.8,2.5,1012,0,0,0,0,0,0,0
32,0,6,5,0,9,7.1,70.1,140,4.7,2214,7.4,1.7,789,0,0,0,0,0,0,0
39,1,4,3,0,8.3,36.4,245.8,77,2.8,9856,4.6,1.9,229,3,3,0,0,0,0,0
48,0,8,4,0,8.5,20.9,184.1,78,2.1,8186,7.2,3.3,188,2,2,0,0,0,0,0
28,2,4,8,0,10,2.7,104.9,66,0.6,4988,4,1.5,1802,3,3,3,0,0,0,0
50,1,5,4,0,10.3,3.4,231.7,80,2.7,1729,4.6,1,1280,1,1,0,0,0,0,0
42,0,6,6,0,3.1,30,212,68,5.3,3228,5.9,0,539,3,3,1,0,0,0,0
57,2,8,4,0,4.7,8.2,193.8,186,1.5,8126,2.8,0.1,764,1,1,3,0,0,0,0
23,1,3,9,0,10.7,36.7,252.5,84,1.2,1654,4.6,1.6,1798,3,3,0,0,0,0,0
38,1,1,7,0,4.2,33.6,15.6,193,4.3,7485,0.6,0.6,678,3,3,1,0,0,0,0
57,1,0,3,0,11.6,10.1,29.5,61,5.8,1623,6.1,1.6,1401,1,1,0,0,0,0,0
16,2,5,4,0,1.8,8.4,127,200,2.5,7755,3.6,2.2,1845,2,2,3,0,0,0,0
35,2,6,3,0,2.2,4.6,216.6,27,4.4,6755,4.6,4.7,1298,0,0,3,0,0,0,0
41,1,1,7,0,5.4,36.7,269.3,55,2.4,8944,6.7,1.5,1954,2,2,1,0,0,0,0
42,1,6,8,0,7.4,42.1,203.1,39,2.6,947,1.7,2.8,208,1,1,0,0,0,0,0
55,1,2,3,0,1.7,46.6,14.2,77,4.4,5200,7.4,2.3,983,4,4,1,0,0,0,0
26,2,8,8,0,4.3,22.4,82.4,18,5.8,2430,3.4,0,1075,1,1,3,0,0,0,0
49,0,1,4,0,3.9,11,151.1,57,2.9,8521,4.6,3.6,609,2,2,1,0,0,0,0
26,2,3,5,0,9,16.1,290.8,181,1.9,9051,3.6,1,222,0,0,3,0,0,0,0
36,2,2,7,0,10.8,5.3,52.5,125,3.8,9878,6.6,4.1,1476,3,3,3,0,0,0,0
38,0,5,6,0,3.8,39.1,201.5,162,4.1,5268,1,1.7,1816,3,3,1,0,0,0,0
48,2,3,7,0,9.2,36.9,105.4,172,3.3,5567,6.4,1.5,887,3,3,3,0,0,0,0
17,2,9,7,0,3.4,47.4,76,24,1.6,4666,7.8,3.6,269,2,2,3,0,0,0,0
20,1,1,2,0,9.2,35.7,130.7,60,2,7998,5.7,0.7,847,1,1,0,0,0,0,0
16,1,7,1,0,10.5,11.1,264.7,13,5.8,3720,3.5,4.8,241,4,4,0,0,0,0,0
43,1,4,1,0,2.8,20.7,54.1,22,2.5,577,5.3,3.7,1416,3,3,1,0,0,0,0
58,1,8,0,1,7.7,2.6,255,127,2.1,9817,2.4,3.9,1651,1,1,2,1,1,1,1
60,0,4,6,0,8.4,11.8,291.5,171,0.6,7149,5.5,1.8,1646,4,4,0,0,0,0,0
39,1,9,1,0,4.3,31.7,145.2,101,3.3,9156,2.9,4.4,512,2,2,1,0,0,0,0
56,2,7,7,0,8.2,24.9,73.5,97,1.5,2913,7.7,0.9,249,0,0,3,0,0,0,0
35,2,6,8,0,8.7,36.8,77.4,130,3.8,8845,3.5,2,1647,1,1,3,0,0,0,0
35,0,0,2,0,7.5,43.1,283.8,46,1.5,6544,3.9,3.3,1016,2,2,0,0,0,0,0
34,2,8,1,0,5.9,21.8,167.3,16,2.5,1327,2.5,4.4,590,4,4,3,0,0,0,0
30,0,0,6,0,11.2,17.6,223.4,146,1,669,6.2,2.4,1823,0,0,0,0,0,0,0
50,1,1,4,0,10.6,47.5,36.5,139,3.4,6123,2.4,4.1,236,3,3,0,0,0,0,0
32,0,5,0,1,11.3,16.4,78.6,61,1.7,4370,1.3,4.9,939,3,3,2,1,1,1,1
53,1,4,3,0,11.5,39.3,167.8,191,3.2,7747,6.5,1.5,1346,1,1,0,0,0,0,0
46,2,1,5,0,4,20.6,79.6,109,5,2540,1.1,0.7,361,3,3,3,0,0,0,0
56,0,4,3,0,4.5,1.9,149,25,2.7,4827,1.1,0.8,362,2,2,1,0,0,0,0
54,0,7,0,1,11.7,21.6,143.2,55,3.4,4023,6.3,1.3,1656,2,2,2,1,1,1,1
55,0,0,4,0,10.8,46,20.8,37,4,2232,1,2,191,1,1,0,0,0,0,0
55,0,6,0,1,2.9,17.9,12.6,28,2.4,5844,7.3,2.9,1512,3,3,2,1,1,1,1
53,1,4,8,0,11.4,3.6,196.3,11,5.4,346,2.6,0.3,1078,3,3,0,0,0,0,0
44,2,9,9,0,4.6,9.6,239.9,91,1.4,6773,4.1,2.7,535,1,1,3,0,0,0,0
30,2,9,8,0,11.7,34.4,9.5,115,3.3,892,5.9,4.2,1639,0,0,3,0,0,0,0
54,0,6,1,0,7.2,23.3,128.5,24,4.9,4910,2.6,2.1,1880,2,2,0,0,0,0,0
20,0,9,9,0,5.3,22.3,196.6,18,5.3,108,3.6,1.3,390,1,1,1,0,0,0,0
49,0,3,7,0,6.6,23.5,203,199,4.4,4380,2.2,4.8,1866,2,2,0,0,0,0,0
32,0,6,3,0,5.9,6,234.2,121,5.5,5403,0.8,2.1,631,0,0,1,0,0,0,0
39,0,3,4,0,11.4,17.4,29.6,66,5.1,9783,4.8,0.3,995,1,1,0,0,0,0,0
58,1,2,4,0,3.8,28,190.5,99,3.9,1943,7.4,0.9,524,4,4,1,0,0,0,0
33,0,5,0,1,7.7,18.7,189.4,109,1.8,8766,5.1,1.6,1212,2,2,2,1,1,1,1
37,0,2,1,0,7.8,13.2,190,31,5.1,7441,3.4,0.3,705,1,1,0,0,0,0,0
42,0,3,4,0,5.4,48.3,280.7,23,3.5,8797,6.3,1.3,1786,4,4,1,0,0,0,0
28,2,6,4,0,9.1,25.4,128.5,43,2.5,8489,7.6,1.3,1664,2,2,3,0,0,0,0
56,0,1,3,0,2.5,6,173.2,42,5.6,5271,6.8,2.9,829,1,1,1,0,0,0,0
50,2,7,0,1,4.6,18.2,216.6,191,2.4,6884,6.9,4.4,1998,0,0,2,1,1,1,1
35,2,0,9,0,1.6,22.1,28.6,190,2.8,7460,4.4,4.8,1960,4,4,3,0,0,0,0
49,2,1,4,0,7.5,46.3,107.6,154,3.3,2252,5.9,3.7,331,0,0,3,0,0,0,0
21,0,6,1,0,4.6,28.4,99.4,103,0.9,1233,4.6,1.1,1317,2,2,1,0,0,0,0
38,1,1,8,0,3.2,25.2,66.9,121,1.1,8121,1.6,3.4,1469,1,1,1,0,0,0,0
52,2,6,6,0,9.5,9.5,174.6,86,0.7,5434,6.8,3.1,1012,1,1,3,0,0,0,0
58,2,4,7,0,5.7,10.2,265.4,125,3.9,4095,7.8,4,1418,1,1,3,0,0,0,0
21,2,2,1,0,8.8,47.9,46.6,73,1,2018,4.8,2.4,119,0,0,3,0,0,0,0
17,1,9,4,0,4.8,33.8,12.4,86,2.4,4220,4.2,1.2,1524,3,3,1,0,0,0,0
21,1,6,4,0,11.6,23.3,100.6,13,2.6,8849,5.4,0.1,327,2,2,0,0,0,0,0
27,0,0,1,0,10.3,3.3,117.3,123,1.7,6088,6.9,3.8,1388,4,4,0,0,0,0,0
35,2,7,4,0,7.4,10.7,219.6,76,1,7666,5.5,2.5,1563,4,4,3,0,0,0,0
58,1,7,9,0,2.5,26.2,119.4,138,1.6,2361,3.4,2,572,0,0,1,0,0,0,0
19,2,9,8,0,9.5,36.6,223.8,34,5.3,3685,2,0.1,1092,3,3,3,0,0,0,0
17,1,8,9,0,6.5,33.8,214.7,40,1.7,2733,3.1,4.4,229,3,3,0,0,0,0,0
51,2,1,7,0,3,13.2,141.3,130,2.9,2055,3.2,4.8,781,0,0,3,0,0,0,0
50,0,1,3,0,5.2,38.2,180.7,95,2.2,2231,2.7,1.8,1691,3,3,1,0,0,0,0
52,1,1,9,0,11.3,34.8,63.6,52,2.3,270,4.8,3.7,1891,2,2,0,0,0,0,0
19,2,7,2,0,9.6,40.5,5.7,13,5.3,1440,5.4,1.2,1808,3,3,3,0,0,0,0
44,2,4,3,0,10.5,10.5,44.2,34,4.9,5127,3,4.9,1542,0,0,3,0,0,0,0
52,2,4,4,0,5.3,18.9,179.1,83,4,9700,4.2,4.8,596,3,3,3,0,0,0,0
47,1,9,7,0,10.8,7.1,260,111,0.6,6423,5.2,3.3,1346,4,4,0,0,0,0,0
48,2,1,9,0,11.1,25.3,11.1,123,2.9,3183,6.8,2.7,222,2,2,3,0,0,0,0
60,0,1,4,0,7.4,43.3,44.4,121,1.9,2644,2.6,4.5,941,3,3,0,0,0,0,0
60,2,1,4,0,6.3,12.5,277.4,82,5.3,4728,4.5,2.6,1237,4,4,3,0,0,0,0
60,2,0,1,0,2.2,2.7,289.4,152,1.3,1658,7.2,2.4,310,1,1,3,0,0,0,0
22,1,1,6,0,3.8,33.3,162,104,0.8,3717,1.2,2.5,258,3,3,1,0,0,0,0
57,2,1,7,0,10.9,10.2,282,27,1,7920,4.3,4.3,1209,3,3,3,0,0,0,0
55,1,7,9,0,9.4,44.6,105.8,83,2.1,6577,6.4,3.5,1302,2,2,0,0,0,0,0
15,1,7,2,0,1.7,38.8,114.5,164,2,7945,1.5,4.7,1965,3,3,1,0,0,0,0
17,1,6,5,0,10.2,15.4,22.6,47,3.2,2373,4.4,2.9,1751,2,2,0,0,0,0,0
21,1,0,2,0,5.2,38.6,256.8,79,2.5,8420,5.2,4.5,661,1,1,1,0,0,0,0
51,1,8,8,0,11.2,13.8,218.5,117,0.8,3796,1.3,1.4,436,4,4,0,0,0,0,0
16,0,5,8,0,4.5,9.7,207.6,188,1.7,9777,2.4,3.2,1864,4,4,1,0,0,0,0
38,1,2,2,0,6.3,2.9,174.6,181,2.3,3065,5.8,2.5,187,0,0,0,0,0,0,0
59,0,8,6,0,7.7,10.8,135.7,164,4.4,8654,1.3,1.3,1879,0,0,0,0,0,0,0
17,2,8,2,0,2.7,33.6,82.2,33,1.2,4740,6.5,4.3,302,1,1,3,0,0,0,0
48,0,9,4,0,9.5,46,182.2,43,4.3,4360,3,0.3,1106,1,1,0,0,0,0,0
40,1,1,6,0,9,14.8,176.3,124,2,9648,5.5,2,1826,2,2,0,0,0,0,0
15,1,3,8,0,7.9,14.9,286.8,133,5.7,6467,3.4,2.6,113,0,0,0,0,0,0,0
48,2,7,4,0,6.7,47.5,257.2,66,3.5,4684,1.9,4.3,276,3,3,3,0,0,0,0
22,2,1,8,0,10.3,13.9,84.8,80,2,2648,1.8,2.2,108,2,2,3,0,0,0,0
33,2,1,2,0,2.4,37.2,200.4,186,0.6,649,7.8,2.7,1255,3,3,3,0,0,0,0
41,1,2,8,0,5.4,13.2,193.3,86,5.2,1532,2.2,2.2,747,1,1,1,0,0,0,0
24,0,1,3,0,10.7,33.8,249.8,194,4.8,7645,0.8,4.5,400,2,2,0,0,0,0,0
44,1,1,0,1,6.2,19.8,43.8,159,2.7,3657,2.7,2.7,623,4,4,2,1,1,1,1
54,1,2,8,0,7.9,39.3,246.7,76,2.9,5627,5,1.8,1051,2,2,0,0,0,0,0
42,0,5,7,0,9.5,25,121.5,152,1.3,420,6.8,2.1,124,4,4,0,0,0,0,0
27,0,4,4,0,10.1,34.7,257.3,17,4.8,2035,6.6,0.3,1064,4,4,0,0,0,0,0
47,1,9,1,0,4.1,31.2,46,190,2.1,652,1.5,1.1,1365,3,3,1,0,0,0,0
18,1,0,8,0,11.4,7.2,206.2,134,4.4,9133,2.3,4.5,1304,2,2,0,0,0,0,0
42,1,6,4,0,1.9,48.7,76.7,20,4.9,2960,7.4,0.9,626,4,4,1,0,0,0,0
44,1,1,6,0,10.2,21.2,171.3,90,5.3,9922,1.6,0.9,1865,3,3,0,0,0,0,0
25,1,2,5,0,2.2,45.7,102.4,93,3.7,8815,5.5,2,1228,3,3,1,0,0,0,0
29,2,0,0,1,8.8,22.9,77,166,4.7,3383,6.4,4.7,1569,2,2,2,1,1,1,1
45,0,3,2,0,8.4,10.3,296.4,120,1.2,2042,2.6,1.1,1796,0,0,0,0,0,0,0
48,2,9,1,0,5.9,45.3,13.9,21,4.6,3650,6.7,4.3,623,4,4,3,0,0,0,0
53,2,3,6,0,9.3,3,246.7,23,3.7,6511,1.8,0.7,751,1,1,3,0,0,0,0
17,0,1,4,0,3.8,2.4,296.7,87,5.7,543,5.1,1.7,842,1,1,1,0,0,0,0
57,1,3,0,1,5.9,34.9,149.6,37,2,9041,2.5,2,787,0,0,2,1,1,1,1
34,1,7,6,0,10.4,42.9,217.7,62,1.5,4715,7.1,0.1,1010,4,4,0,0,0,0,0
21,0,2,5,0,11,28.7,223.3,151,4.7,2597,7.9,3.9,1318,1,1,0,0,0,0,0
31,1,9,8,0,1.2,12,297.8,107,3.1,3584,1.5,4.8,1722,2,2,1,0,0,0,0
28,2,1,1,0,6.5,7.3,38.4,49,4,1975,6.8,0.8,1617,1,1,3,0,0,0,0
22,2,9,7,0,11.8,42.9,284.4,165,0.8,2874,2.2,3.4,779,4,4,3,0,0,0,0
41,2,1,8,0,5.8,37.5,220.3,154,0.7,1188,1.3,0.3,655,2,2,3,0,0,0,0
29,0,8,1,0,10,11.3,212.1,24,1,6311,5.3,3.7,1032,1,1,0,0,0,0,0
48,0,4,8,0,4.5,49.6,280.6,143,3.5,5536,2.3,1.9,126,3,3,1,0,0,0,0
60,2,6,9,0,5.9,34.7,280.4,165,3.1,1431,3.8,1.6,1500,2,2,3,0,0,0,0
32,1,4,5,0,8.7,46,196.7,144,3.6,2781,0.9,1.7,953,2,2,0,0,0,0,0
39,0,0,3,0,11.1,25.3,116.6,79,1.4,8748,6.1,3.4,1726,4,4,0,0,0,0,0
55,0,8,9,0,1.7,29.2,286.8,199,4.8,1413,4.9,1.9,620,3,3,1,0,0,0,0
18,1,9,7,0,2,21.4,118.3,195,2.2,8432,1.5,4.4,1158,3,3,1,0,0,0,0
47,2,9,9,0,9.9,34.5,52,65,5,5601,2.9,2.9,219,0,0,3,0,0,0,0
